League,Player Link,Player,Position,Age,Country,Join,Market Value,Club,Year
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/camacho/profil/spieler/97507,Camacho,Defensive Midfield,31.0,Brazil,2228.0,0.9,Sport Club Corinthians Paulista,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/michel-macedo/profil/spieler/77262,Michel Macedo,Right-Back,31.0,Brazil,415.0,1.0,Esporte Clube Juventude,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/jean-mota/profil/spieler/215212,Jean Mota,Central Midfield,27.0,Brazil,2213.0,1.3,Santos ,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/ruan/profil/spieler/871651,Ruan,Centre-Forward,19.0,Brazil,,0.0,Associacao Chapecoense de Futebol,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/paulinho-moccelin/profil/spieler/282502,Paulinho Moccelin,Left Winger,27.0,Brazil,409.0,0.3,Sport Club do Recife,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/lorhan/profil/spieler/871652,Lorhan,Centre-Forward,19.0,Brazil,,0.05,Associacao Chapecoense de Futebol,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/hayner/profil/spieler/389942,Hayner,Right-Back,25.0,Brazil,407.0,0.2,Sport Club do Recife,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/buzatto/profil/spieler/965615,Buzatto,Second Striker,20.0,Brazil,,0.0,Associacao Chapecoense de Futebol,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/paulo-bianqueti/profil/spieler/964597,Paulo Bianqueti,Defensive Midfield,19.0,Brazil,,0.0,Associacao Chapecoense de Futebol,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/felipe-vasconcelos/profil/spieler/906773,Felipe Vasconcelos,Left-Back,20.0,Brazil,,0.0,Associacao Chapecoense de Futebol,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/tiago-coser/profil/spieler/834443,Tiago Coser,Centre-Back,17.0,Brazil,,0.1,Associacao Chapecoense de Futebol,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/marquinho/profil/spieler/942096,Marquinho,Attacking Midfield,19.0,Brazil,,0.0,Associacao Chapecoense de Futebol,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/edwin-mosquera/profil/spieler/613201,Edwin Mosquera,Left Winger,20.0,Colombia,403.0,0.3,Esporte Clube Juventude,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/murilo-rangel/profil/spieler/179179,Murilo Rangel,Right Winger,29.0,Brazil,401.0,0.3,Cuiaba Esporte Clube (MT),2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/alan-ruschel/profil/spieler/75080,Alan Ruschel,Left-Back,31.0,Brazil,400.0,0.325,America Futebol Clube (MG),2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/shaylon/profil/spieler/480274,Shaylon,Attacking Midfield,24.0,Brazil,1983.0,0.7,Sao Paulo Futebol Clube,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/lucao/profil/spieler/727853,Lucao,Centre-Forward,21.0,Brazil,399.0,0.0,Atletico Clube Goianiense,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/rafael-elias-da-silva/profil/spieler/587328,Rafael Elias da Silva,Centre-Forward,22.0,Brazil,399.0,0.625,Cuiaba Esporte Clube (MT),2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/david-terans/profil/spieler/261309,David Terans,Attacking Midfield,26.0,Uruguay,405.0,1.4,Club Athletico Paranaense,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/tiepo/profil/spieler/432964,Tiepo,Goalkeeper,23.0,Brazil,,0.8,Associacao Chapecoense de Futebol,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/helio-borges/profil/spieler/730938,Helio Borges,Right Winger,21.0,Brazil,399.0,0.0,Ceara Sporting Club,2021
Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/arthur-vanzela/profil/spieler/964599,Arthur Vanzela,Midfield,18.0,Brazil,,0.0,Associacao Chapecoense de Futebol,2021
Championship,https://www.transfermarkt.co.uk/lee-gregory/profil/spieler/208428,Lee Gregory,Centre-Forward,32.0,England,1096.0,0.5,Stoke City,2021
Championship,https://www.transfermarkt.co.uk/tom-mcintyre/profil/spieler/339235,Tom McIntyre,Centre-Back,22.0,Scotland,1096.0,0.7,Reading ,2021
Championship,https://www.transfermarkt.co.uk/adam-davies/profil/spieler/121254,Adam Davies,Goalkeeper,28.0,Wales,1096.0,0.7,Stoke City,2021
Championship,https://www.transfermarkt.co.uk/lee-buchanan/profil/spieler/532539,Lee Buchanan,Left-Back,20.0,England,1096.0,2.5,Derby County,2021
Championship,https://www.transfermarkt.co.uk/djed-spence/profil/spieler/483348,Djed Spence,Right-Back,20.0,England,912.0,2.0,Middlesbrough ,2021
Championship,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332,Wayne Rooney,Centre-Forward,35.0,England,912.0,0.0,Derby County,2021
Championship,https://www.transfermarkt.co.uk/jeremie-bela/profil/spieler/170966,Jeremie Bela,Left Winger,28.0,Angola,967.0,2.5,Birmingham City,2021
Championship,https://www.transfermarkt.co.uk/nick-powell/profil/spieler/134424,Nick Powell,Attacking Midfield,27.0,England,1096.0,4.0,Stoke City,2021
Championship,https://www.transfermarkt.co.uk/jordan-cousins/profil/spieler/128902,Jordan Cousins,Central Midfield,27.0,Jamaica,1096.0,0.7,Stoke City,2021
Championship,https://www.transfermarkt.co.uk/demeaco-duhaney/profil/spieler/380913,Demeaco Duhaney,Right-Back,22.0,England,912.0,0.3,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/liam-lindsay/profil/spieler/228912,Liam Lindsay,Centre-Back,25.0,Scotland,1096.0,1.0,Stoke City,2021
Championship,https://www.transfermarkt.co.uk/nathan-collins/profil/spieler/469050,Nathan Collins,Centre-Back,20.0,Ireland,1096.0,8.0,Stoke City,2021
Championship,https://www.transfermarkt.co.uk/lewis-holtby/profil/spieler/55508,Lewis Holtby,Central Midfield,30.0,Germany,1016.0,0.6,Blackburn Rovers,2021
Championship,https://www.transfermarkt.co.uk/josh-mceachran/profil/spieler/128905,Josh McEachran,Central Midfield,28.0,England,1008.0,0.8,Birmingham City,2021
Championship,https://www.transfermarkt.co.uk/reece-brown/profil/spieler/236493,Reece Brown,Central Midfield,25.0,England,1096.0,0.25,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/jason-knight/profil/spieler/530780,Jason Knight,Central Midfield,20.0,Ireland,1096.0,6.0,Derby County,2021
Championship,https://www.transfermarkt.co.uk/dillon-barnes/profil/spieler/259151,Dillon Barnes,Goalkeeper,25.0,Jamaica,1075.0,0.1,Queens Park Rangers,2021
Championship,https://www.transfermarkt.co.uk/jack-grimmer/profil/spieler/119553,Jack Grimmer,Right-Back,27.0,Scotland,1075.0,0.4,Wycombe Wanderers,2021
Championship,https://www.transfermarkt.co.uk/adam-idah/profil/spieler/434223,Adam Idah,Centre-Forward,20.0,Ireland,1096.0,3.0,Norwich City,2021
Championship,https://www.transfermarkt.co.uk/gary-gardner/profil/spieler/110861,Gary Gardner,Central Midfield,29.0,England,1096.0,1.2,Birmingham City,2021
Championship,https://www.transfermarkt.co.uk/odin-bailey/profil/spieler/346485,Odin Bailey,Attacking Midfield,21.0,England,1096.0,0.15,Birmingham City,2021
Championship,https://www.transfermarkt.co.uk/samba-sow/profil/spieler/89461,Samba Sow,Defensive Midfield,32.0,Mali,1065.0,1.0,Nottingham Forest,2021
Championship,https://www.transfermarkt.co.uk/david-nugent/profil/spieler/33963,David Nugent,Centre-Forward,36.0,England,1065.0,0.2,Preston North End,2021
Championship,https://www.transfermarkt.co.uk/freddie-ladapo/profil/spieler/233998,Freddie Ladapo,Centre-Forward,28.0,England,1096.0,0.6,Rotherham United,2021
Championship,https://www.transfermarkt.co.uk/craig-dawson/profil/spieler/121477,Craig Dawson,Centre-Back,31.0,England,1096.0,3.0,Watford ,2021
Championship,https://www.transfermarkt.co.uk/luka-racic/profil/spieler/345587,Luka Racic,Centre-Back,22.0,Denmark,1096.0,0.25,Brentford ,2021
Championship,https://www.transfermarkt.co.uk/curtis-nelson/profil/spieler/148299,Curtis Nelson,Centre-Back,28.0,England,1096.0,4.0,Cardiff City,2021
Championship,https://www.transfermarkt.co.uk/lloyd-kelly/profil/spieler/480116,Lloyd Kelly,Centre-Back,22.0,England,1096.0,10.0,A Bournemouth,2021
Championship,https://www.transfermarkt.co.uk/nnamdi-ofoborh/profil/spieler/611906,Nnamdi Ofoborh,Central Midfield,21.0,Nigeria,1096.0,0.4,A Bournemouth,2021
Championship,https://www.transfermarkt.co.uk/joel-valencia/profil/spieler/175451,Joel Valencia,Right Winger,26.0,Ecuador,1066.0,0.4,Brentford ,2021
Championship,https://www.transfermarkt.co.uk/sam-surridge/profil/spieler/398402,Sam Surridge,Centre-Forward,22.0,England,1096.0,1.8,A Bournemouth,2021
Championship,https://www.transfermarkt.co.uk/stephen-walker/profil/spieler/486001,Stephen Walker,Second Striker,20.0,England,1096.0,0.25,Middlesbrough ,2021
Championship,https://www.transfermarkt.co.uk/christian-norgaard/profil/spieler/148367,Christian Norgaard,Defensive Midfield,27.0,Denmark,1096.0,3.5,Brentford ,2021
Championship,https://www.transfermarkt.co.uk/shaun-macdonald/profil/spieler/10375,Shaun MacDonald,Central Midfield,33.0,Wales,1096.0,0.2,Rotherham United,2021
Championship,https://www.transfermarkt.co.uk/brad-collins/profil/spieler/258914,Brad Collins,Goalkeeper,24.0,England,1096.0,0.8,Barnsley ,2021
Championship,https://www.transfermarkt.co.uk/mads-juel-andersen/profil/spieler/407021,Mads Juel Andersen,Centre-Back,23.0,Denmark,1096.0,5.0,Barnsley ,2021
Championship,https://www.transfermarkt.co.uk/dominic-iorfa/profil/spieler/213334,Dominic Iorfa,Centre-Back,26.0,England,1247.0,1.5,Sheffield Wednesday,2021
Championship,https://www.transfermarkt.co.uk/arnaut-danjuma/profil/spieler/355861,Arnaut Danjuma,Left Winger,24.0,Netherlands,1065.0,15.0,A Bournemouth,2021
Championship,https://www.transfermarkt.co.uk/tommy-smith/profil/spieler/121398,Tommy Smith,Right-Back,29.0,England,1082.0,1.8,Stoke City,2021
Championship,https://www.transfermarkt.co.uk/sam-byram/profil/spieler/236953,Sam Byram,Right-Back,27.0,England,1081.0,2.0,Norwich City,2021
Championship,https://www.transfermarkt.co.uk/dan-crowley/profil/spieler/223225,Dan Crowley,Attacking Midfield,23.0,England,1079.0,1.0,Birmingham City,2021
Championship,https://www.transfermarkt.co.uk/conor-chaplin/profil/spieler/349503,Conor Chaplin,Second Striker,24.0,England,1078.0,1.0,Barnsley ,2021
Championship,https://www.transfermarkt.co.uk/fankaty-dabo/profil/spieler/186926,Fankaty Dabo,Right-Back,25.0,England,1096.0,0.5,Coventry City,2021
Championship,https://www.transfermarkt.co.uk/aden-flint/profil/spieler/105324,Aden Flint,Centre-Back,31.0,England,1078.0,2.0,Cardiff City,2021
Championship,https://www.transfermarkt.co.uk/simon-sluga/profil/spieler/188201,Simon Sluga,Goalkeeper,28.0,Croatia,1078.0,1.5,Luton Town,2021
Championship,https://www.transfermarkt.co.uk/kyle-mcfadzean/profil/spieler/32526,Kyle McFadzean,Centre-Back,34.0,England,1096.0,0.3,Coventry City,2021
Championship,https://www.transfermarkt.co.uk/michael-morrison/profil/spieler/66497,Michael Morrison,Centre-Back,33.0,England,1078.0,0.5,Reading ,2021
Championship,https://www.transfermarkt.co.uk/luke-thomas/profil/spieler/399473,Luke Thomas,Right Winger,22.0,England,1096.0,0.5,Barnsley ,2021
Championship,https://www.transfermarkt.co.uk/julian-borner/profil/spieler/45677,Julian Borner,Centre-Back,30.0,Germany,1096.0,1.2,Sheffield Wednesday,2021
Championship,https://www.transfermarkt.co.uk/frank-fielding/profil/spieler/57070,Frank Fielding,Goalkeeper,33.0,England,1096.0,0.3,Millwall ,2021
Championship,https://www.transfermarkt.co.uk/alex-pearce/profil/spieler/47768,Alex Pearce,Centre-Back,32.0,Ireland,1096.0,0.5,Millwall ,2021
Championship,https://www.transfermarkt.co.uk/will-vaulks/profil/spieler/238427,Will Vaulks,Defensive Midfield,27.0,Wales,1096.0,2.5,Cardiff City,2021
Championship,https://www.transfermarkt.co.uk/danny-mcnamara/profil/spieler/647138,Danny McNamara,Right-Back,22.0,Ireland,1096.0,0.125,Millwall ,2021
Championship,https://www.transfermarkt.co.uk/hayden-coulson/profil/spieler/314362,Hayden Coulson,Left-Back,23.0,England,1096.0,1.2,Middlesbrough ,2021
Championship,https://www.transfermarkt.co.uk/matt-smith/profil/spieler/69786,Matt Smith,Centre-Forward,32.0,England,1096.0,0.6,Millwall ,2021
Championship,https://www.transfermarkt.co.uk/joe-day/profil/spieler/104564,Joe Day,Goalkeeper,30.0,England,1096.0,0.25,Cardiff City,2021
Championship,https://www.transfermarkt.co.uk/daniel-bentley/profil/spieler/136401,Daniel Bentley,Goalkeeper,27.0,England,1096.0,4.0,Bristol City,2021
Championship,https://www.transfermarkt.co.uk/lee-wallace/profil/spieler/36657,Lee Wallace,Left-Back,33.0,Scotland,1096.0,0.3,Queens Park Rangers,2021
Championship,https://www.transfermarkt.co.uk/jamie-lindsay/profil/spieler/165341,Jamie Lindsay,Central Midfield,25.0,Scotland,1073.0,0.7,Rotherham United,2021
Championship,https://www.transfermarkt.co.uk/martin-cranie/profil/spieler/27659,Martin Cranie,Centre-Back,34.0,England,1096.0,0.25,Luton Town,2021
Championship,https://www.transfermarkt.co.uk/ryan-tunnicliffe/profil/spieler/110868,Ryan Tunnicliffe,Central Midfield,28.0,England,1096.0,0.7,Luton Town,2021
Championship,https://www.transfermarkt.co.uk/tom-dele-bashiru/profil/spieler/346472,Tom Dele-Bashiru,Central Midfield,21.0,Nigeria,1073.0,0.7,Watford ,2021
Championship,https://www.transfermarkt.co.uk/geoff-cameron/profil/spieler/31642,Geoff Cameron,Centre-Back,35.0,United States,1072.0,0.4,Queens Park Rangers,2021
Championship,https://www.transfermarkt.co.uk/marc-bola/profil/spieler/340310,Marc Bola,Left-Back,23.0,England,1069.0,1.8,Middlesbrough ,2021
Championship,https://www.transfermarkt.co.uk/agus-medina/profil/spieler/336051,Agus Medina,Central Midfield,26.0,Spain,1069.0,0.3,Birmingham City,2021
Championship,https://www.transfermarkt.co.uk/todd-kane/profil/spieler/154287,Todd Kane,Right-Back,27.0,England,1070.0,0.8,Queens Park Rangers,2021
Championship,https://www.transfermarkt.co.uk/matty-daly/profil/spieler/566349,Matty Daly,Attacking Midfield,20.0,England,1096.0,0.25,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/ben-wilson/profil/spieler/121352,Ben Wilson,Goalkeeper,28.0,England,1096.0,0.4,Coventry City,2021
Championship,https://www.transfermarkt.co.uk/marcus-browne/profil/spieler/391470,Marcus Browne,Attacking Midfield,23.0,England,1071.0,0.9,Middlesbrough ,2021
Championship,https://www.transfermarkt.co.uk/ivan-sunjic/profil/spieler/226097,Ivan Sunjic,Defensive Midfield,24.0,Croatia,1071.0,4.5,Birmingham City,2021
Championship,https://www.transfermarkt.co.uk/lewis-obrien/profil/spieler/560694,Lewis O'Brien,Central Midfield,22.0,England,1096.0,3.0,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/rarmani-edmonds-green/profil/spieler/689893,Rarmani Edmonds-Green,Centre-Back,22.0,England,1096.0,0.5,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/tommy-elphick/profil/spieler/37152,Tommy Elphick,Centre-Back,33.0,England,1096.0,0.3,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/jaden-brown/profil/spieler/346469,Jaden Brown,Left-Back,22.0,England,1096.0,0.5,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/trevor-clarke/profil/spieler/340920,Trevor Clarke,Left-Back,23.0,Ireland,1068.0,0.15,Rotherham United,2021
Championship,https://www.transfermarkt.co.uk/sam-vokes/profil/spieler/48078,Sam Vokes,Centre-Forward,31.0,Wales,1247.0,1.5,Stoke City,2021
Championship,https://www.transfermarkt.co.uk/yoann-barbet/profil/spieler/159838,Yoann Barbet,Centre-Back,28.0,France,1096.0,1.8,Queens Park Rangers,2021
Championship,https://www.transfermarkt.co.uk/fred-onyedinma/profil/spieler/305274,Fred Onyedinma,Attacking Midfield,24.0,Nigeria,1067.0,0.6,Wycombe Wanderers,2021
Championship,https://www.transfermarkt.co.uk/john-buckley/profil/spieler/503781,John Buckley,Central Midfield,21.0,England,1096.0,0.4,Blackburn Rovers,2021
Championship,https://www.transfermarkt.co.uk/tomas-kalas/profil/spieler/148657,Tomas Kalas,Centre-Back,28.0,Czech Republic,1096.0,4.5,Bristol City,2021
Championship,https://www.transfermarkt.co.uk/robert-glatzel/profil/spieler/196139,Robert Glatzel,Centre-Forward,27.0,Germany,1066.0,2.5,Cardiff City,2021
Championship,https://www.transfermarkt.co.uk/jay-dasilva/profil/spieler/258915,Jay Dasilva,Left-Back,23.0,England,1096.0,3.0,Bristol City,2021
Championship,https://www.transfermarkt.co.uk/michael-rose/profil/spieler/154219,Michael Rose,Centre-Back,25.0,Scotland,1096.0,0.3,Coventry City,2021
Championship,https://www.transfermarkt.co.uk/tommy-rowe/profil/spieler/67331,Tommy Rowe,Left Midfield,32.0,England,1096.0,0.5,Bristol City,2021
Championship,https://www.transfermarkt.co.uk/sammy-ameobi/profil/spieler/92381,Sammy Ameobi,Left Winger,29.0,England,1096.0,1.8,Nottingham Forest,2021
Championship,https://www.transfermarkt.co.uk/brennan-johnson/profil/spieler/470607,Brennan Johnson,Attacking Midfield,20.0,Wales,1096.0,0.4,Nottingham Forest,2021
Championship,https://www.transfermarkt.co.uk/josh-pask/profil/spieler/339789,Josh Pask,Centre-Back,23.0,England,1096.0,0.3,Coventry City,2021
Championship,https://www.transfermarkt.co.uk/ryan-schofield/profil/spieler/495441,Ryan Schofield,Goalkeeper,21.0,England,1096.0,1.0,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/gavin-whyte/profil/spieler/325588,Gavin Whyte,Right Winger,25.0,Northern Ireland,1067.0,0.8,Cardiff City,2021
Championship,https://www.transfermarkt.co.uk/david-wheeler/profil/spieler/104167,David Wheeler,Right Midfield,30.0,England,1067.0,0.5,Wycombe Wanderers,2021
Championship,https://www.transfermarkt.co.uk/aynsley-pears/profil/spieler/354456,Aynsley Pears,Goalkeeper,23.0,England,1096.0,0.8,Middlesbrough ,2021
Championship,https://www.transfermarkt.co.uk/nathan-wood/profil/spieler/503990,Nathan Wood,Centre-Back,19.0,England,1096.0,0.3,Middlesbrough ,2021
Championship,https://www.transfermarkt.co.uk/jordon-garrick/profil/spieler/461559,Jordon Garrick,Right Winger,22.0,England,1096.0,0.25,Swansea City,2021
Championship,https://www.transfermarkt.co.uk/ben-cabango/profil/spieler/496659,Ben Cabango,Centre-Back,21.0,Wales,1096.0,7.0,Swansea City,2021
Championship,https://www.transfermarkt.co.uk/josh-koroma/profil/spieler/429578,Josh Koroma,Centre-Forward,22.0,England,1096.0,2.0,Huddersfield Town,2021
Championship,https://www.transfermarkt.co.uk/philip-billing/profil/spieler/320411,Philip Billing,Central Midfield,25.0,Denmark,1068.0,10.0,A Bournemouth,2021
Championship,https://www.transfermarkt.co.uk/leandro-bacuna/profil/spieler/126014,Leandro Bacuna,Central Midfield,29.0,Curacao,1247.0,3.0,Cardiff City,2021
Championship,https://www.transfermarkt.co.uk/george-miller/profil/spieler/414892,George Miller,Centre-Forward,22.0,England,1247.0,0.1,Barnsley ,2021
Championship,https://www.transfermarkt.co.uk/sam-gallagher/profil/spieler/227183,Sam Gallagher,Centre-Forward,25.0,England,1084.0,3.0,Blackburn Rovers,2021
Championship,https://www.transfermarkt.co.uk/tom-sang/profil/spieler/396176,Tom Sang,Right-Back,22.0,England,1053.0,0.4,Cardiff City,2021
Championship,https://www.transfermarkt.co.uk/bradley-johnson/profil/spieler/49327,Bradley Johnson,Central Midfield,34.0,England,1092.0,0.3,Blackburn Rovers,2021
Championship,https://www.transfermarkt.co.uk/fraizer-campbell/profil/spieler/42411,Fraizer Campbell,Centre-Forward,33.0,England,1054.0,0.7,Huddersfield Town,2021
